"ID","Taxon","Common Name","Observer","Source","Date","Year","Number of Plants","Management Status","Detail URL"
"wb1260-81","Lepidium latifolium","Perennial pepperweed","Allison Sanger","LASSEN NATIONAL FOREST","2003-09-16",2003,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1260-81"
"wb1497-57","Lepidium latifolium","Perennial pepperweed","Sanger, Allison, L.","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","2003-09-16",2003,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1497-57"
"wb837-367","Lepidium latifolium","Perennial pepperweed","Tarja Sagar","Council for Watershed Health","2003-09-17",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-367"
"wb837-368","Lepidium latifolium","Perennial pepperweed","Tarja Sagar","Council for Watershed Health","2003-09-17",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-368"
"wb837-372","Lepidium latifolium","Perennial pepperweed","Tarja Sagar","Council for Watershed Health","2003-09-17",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-372"
"wb837-373","Lepidium latifolium","Perennial pepperweed","Tarja Sagar","Council for Watershed Health","2003-09-17",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-373"
"wb837-374","Lepidium latifolium","Perennial pepperweed","Tarja Sagar","Council for Watershed Health","2003-09-17",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-374"
"wb837-375","Lepidium latifolium","Perennial pepperweed","Tarja Sagar","Council for Watershed Health","2003-09-17",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-375"
"wb837-376","Lepidium latifolium","Perennial pepperweed","Tarja Sagar","Council for Watershed Health","2003-09-17",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-376"
"wb837-377","Lepidium latifolium","Perennial pepperweed","Tarja Sagar","Council for Watershed Health","2003-09-17",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-377"
"wb837-378","Lepidium latifolium","Perennial pepperweed","Tarja Sagar","Council for Watershed Health","2003-09-17",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-378"
"wb837-379","Lepidium latifolium","Perennial pepperweed","Tarja Sagar","Council for Watershed Health","2003-09-17",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-379"
"wb837-380","Lepidium latifolium","Perennial pepperweed","Tarja Sagar","Council for Watershed Health","2003-09-17",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-380"
"wb837-381","Lepidium latifolium","Perennial pepperweed","Tarja Sagar","Council for Watershed Health","2003-09-17",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-381"
"wb837-382","Lepidium latifolium","Perennial pepperweed","Tarja Sagar","Council for Watershed Health","2003-09-17",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-382"
"wb837-383","Lepidium latifolium","Perennial pepperweed","Tarja Sagar","Council for Watershed Health","2003-09-17",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-383"
"wb837-393","Lepidium latifolium","Perennial pepperweed","Tarja Sagar","Council for Watershed Health","2003-09-17",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-393"
"wb837-394","Lepidium latifolium","Perennial pepperweed","Tarja Sagar","Council for Watershed Health","2003-09-17",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-394"
"wb837-395","Lepidium latifolium","Perennial pepperweed","Tarja Sagar","Council for Watershed Health","2003-09-17",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-395"
"wb1258-466","Lepidium latifolium","Perennial pepperweed","Allison Sanger","LASSEN NATIONAL FOREST","2003-09-17",2003,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1258-466"
"wb1505-210","Lepidium latifolium","Perennial pepperweed","Sanger, Allison, L.","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","2003-09-17",2003,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1505-210"
"wb149-68","Lepidium latifolium","Perennial pepperweed","staff","BLM","2003-09-18",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb149-68"
"wb149-75","Lepidium latifolium","Perennial pepperweed","staff","BLM","2003-09-18",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb149-75"
"wb149-83","Lepidium latifolium","Perennial pepperweed","staff","BLM","2003-09-18",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb149-83"
"wb149-101","Lepidium latifolium","Perennial pepperweed","staff","BLM","2003-09-18",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb149-101"
"wb837-359","Lepidium latifolium","Perennial pepperweed","Tarja Sagar","Council for Watershed Health","2003-09-22",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-359"
"wb837-352","Lepidium latifolium","Perennial pepperweed","Tarja Sagar","Council for Watershed Health","2003-09-22",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-352"
"wb837-351","Lepidium latifolium","Perennial pepperweed","Tarja Sagar","Council for Watershed Health","2003-09-22",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-351"
"wb837-350","Lepidium latifolium","Perennial pepperweed","Tarja Sagar","Council for Watershed Health","2003-09-22",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-350"
"wb837-335","Lepidium latifolium","Perennial pepperweed","Tarja Sagar","Council for Watershed Health","2003-09-22",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-335"
"wb837-354","Lepidium latifolium","Perennial pepperweed","Tarja Sagar","Council for Watershed Health","2003-09-22",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-354"
"wb149-0","Lepidium latifolium","Perennial pepperweed","staff","BLM","2003-09-23",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb149-0"
"wb149-11","Lepidium latifolium","Perennial pepperweed","staff","BLM","2003-09-23",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb149-11"
"wb149-23","Lepidium latifolium","Perennial pepperweed","staff","BLM","2003-09-23",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb149-23"
"wb149-142","Lepidium latifolium","Perennial pepperweed","staff","BLM","2003-09-23",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb149-142"
"wb149-145","Lepidium latifolium","Perennial pepperweed","staff","BLM","2003-09-23",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb149-145"
"wb837-349","Lepidium latifolium","Perennial pepperweed","Eileen Berbeo, Tarja Saga","Council for Watershed Health","2003-09-23",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-349"
"wb837-348","Lepidium latifolium","Perennial pepperweed","Eileen Berbeo, Tarja Saga","Council for Watershed Health","2003-09-23",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-348"
"wb837-347","Lepidium latifolium","Perennial pepperweed","Eileen Berbeo, Tarja Saga","Council for Watershed Health","2003-09-23",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-347"
"wb837-346","Lepidium latifolium","Perennial pepperweed","Eileen Berbeo, Tarja Saga","Council for Watershed Health","2003-09-23",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-346"
"wb837-344","Lepidium latifolium","Perennial pepperweed","Eileen Berbeo, Tarja Saga","Council for Watershed Health","2003-09-23",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-344"
"wb837-342","Lepidium latifolium","Perennial pepperweed","Eileen Berbeo, Tarja Saga","Council for Watershed Health","2003-09-23",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-342"
"wb837-341","Lepidium latifolium","Perennial pepperweed","Eileen Berbeo, Tarja Saga","Council for Watershed Health","2003-09-23",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-341"
"wb837-339","Lepidium latifolium","Perennial pepperweed","Eileen Berbeo, Tarja Saga","Council for Watershed Health","2003-09-23",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-339"
"wb837-337","Lepidium latifolium","Perennial pepperweed","Eileen Berbeo, Tarja Saga","Council for Watershed Health","2003-09-23",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-337"
"wb837-345","Lepidium latifolium","Perennial pepperweed","Eileen Berbeo, Tarja Saga","Council for Watershed Health","2003-09-23",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-345"
"wb837-338","Lepidium latifolium","Perennial pepperweed","Eileen Berbeo, Tarja Saga","Council for Watershed Health","2003-09-23",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-338"
"wb149-26","Lepidium latifolium","Perennial pepperweed","staff","BLM","2003-09-26",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb149-26"
"wb149-174","Lepidium latifolium","Perennial pepperweed","staff","BLM","2003-09-26",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb149-174"
"wb149-175","Lepidium latifolium","Perennial pepperweed","staff","BLM","2003-09-26",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb149-175"
"wb149-176","Lepidium latifolium","Perennial pepperweed","staff","BLM","2003-09-26",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb149-176"
"wb149-177","Lepidium latifolium","Perennial pepperweed","staff","BLM","2003-09-26",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb149-177"
"wb149-178","Lepidium latifolium","Perennial pepperweed","staff","BLM","2003-09-26",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb149-178"
"wb149-180","Lepidium latifolium","Perennial pepperweed","staff","BLM","2003-09-26",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb149-180"
"wb976-93","Lepidium latifolium","Perennial pepperweed","Alfieri, Elena","Allen Doerr Tahoe Natl Forest","2003-10-06",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb976-93"
"wb837-400","Lepidium latifolium","Perennial pepperweed","Eileen Berbeo, Tarja Saga","Council for Watershed Health","2003-10-07",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-400"
"wb837-401","Lepidium latifolium","Perennial pepperweed","T. Sagar, E. Berbeo, L. N","Council for Watershed Health","2003-10-16",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-401"
"wb837-402","Lepidium latifolium","Perennial pepperweed","T. Sagar, E. Berbeo, L. N","Council for Watershed Health","2003-10-16",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-402"
"wb837-403","Lepidium latifolium","Perennial pepperweed","T. Sagar, E. Berbeo, L. N","Council for Watershed Health","2003-10-16",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-403"
"wb837-404","Lepidium latifolium","Perennial pepperweed","T. Sagar, E. Berbeo, L. N","Council for Watershed Health","2003-10-16",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-404"
"wb837-424","Lepidium latifolium","Perennial pepperweed","Tarja Sagar","Council for Watershed Health","2003-12-10",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-424"
"wb837-425","Lepidium latifolium","Perennial pepperweed","Tarja Sagar","Council for Watershed Health","2003-12-10",2003,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-425"
"casp1","Lepidium latifolium","Perennial pepperweed","Fischer, 2004","California State Parks","2004-01-01",2004,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=casp1"
"wb837-445","Lepidium latifolium","Perennial pepperweed","Tarja Sagar","Council for Watershed Health","2004-04-16",2004,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-445"
"wb149-115","Lepidium latifolium","Perennial pepperweed","staff","BLM","2004-04-28",2004,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb149-115"
"xr176308","Lepidium latifolium","Perennial pepperweed","P. Rainey","California Dept of Food and Agriculture","2004-04-30",2004,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=xr176308"
"xr179561","Lepidium latifolium","Perennial pepperweed","Mcgowan/martyn","California Dept of Food and Agriculture","2004-05-05",2004,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=xr179561"
"wb149-3","Lepidium latifolium","Perennial pepperweed","staff","BLM","2004-05-05",2004,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb149-3"
"wb837-442","Lepidium latifolium","Perennial pepperweed","Tarja Sagar","Council for Watershed Health","2004-05-14",2004,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-442"
"wb837-443","Lepidium latifolium","Perennial pepperweed","Tarja Sagar","Council for Watershed Health","2004-05-14",2004,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-443"
"wb837-444","Lepidium latifolium","Perennial pepperweed","Tarja Sagar","Council for Watershed Health","2004-05-14",2004,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-444"
"ce540","Lepidium latifolium","Perennial pepperweed","Dean Taylor","DWT field survey for rare plants","2004-05-22",2004,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=ce540"
"wb149-7","Lepidium latifolium","Perennial pepperweed","staff","BLM","2004-06-04",2004,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb149-7"
"wb837-448","Lepidium latifolium","Perennial pepperweed","Tarja Sagar","Council for Watershed Health","2004-06-07",2004,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-448"
"wb837-449","Lepidium latifolium","Perennial pepperweed","Tarja Sagar","Council for Watershed Health","2004-06-07",2004,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-449"
"wb1257-69","Lepidium latifolium","Perennial pepperweed","Allison Sanger","LASSEN NATIONAL FOREST","2004-06-14",2004,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1257-69"
"wb1498-247","Lepidium latifolium","Perennial pepperweed","Sanger, Allison, L.","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","2004-06-14",2004,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1498-247"
"wb1498-25","Lepidium latifolium","Perennial pepperweed","Sanger, Allison, L.","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","2004-06-14",2004,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1498-25"
"gr8043","Lepidium latifolium","Perennial pepperweed","Jake Rugyt",,"2004-06-19",2004,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=gr8043"
"wb1259-451","Lepidium latifolium","Perennial pepperweed","Marla Knight","KLAMATH NATIONAL FOREST","2004-07-06",2004,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1259-451"
"wb1501-117","Lepidium latifolium","Perennial pepperweed","Earl, Kim","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","2004-07-06",2004,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1501-117"
"wb1256-279","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","2004-07-16",2004,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1256-279"
"wb1498-237","Lepidium latifolium","Perennial pepperweed","LUBIN, DAN ; OTHER, OTHER","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","2004-07-16",2004,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1498-237"
"wb149-25","Lepidium latifolium","Perennial pepperweed","staff","BLM","2004-07-27",2004,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb149-25"
"xr179730","Lepidium latifolium","Perennial pepperweed","Mcgowan","California Dept of Food and Agriculture","2004-08-27",2004,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=xr179730"
"wb149-170","Lepidium latifolium","Perennial pepperweed","staff","BLM","2004-09-18",2004,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb149-170"
"wb149-144","Lepidium latifolium","Perennial pepperweed","staff","BLM","2004-09-23",2004,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb149-144"
"wb837-426","Lepidium latifolium","Perennial pepperweed","Tarja Sagar","Council for Watershed Health","2004-12-10",2004,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb837-426"
"gr4241","Lepidium latifolium","Perennial pepperweed","Alison Sheehey",,"2005-01-01",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=gr4241"
"ce313","Lepidium latifolium","Perennial pepperweed","Carol Witham","UC Davis Natural Reserve System","2005-01-01",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=ce313"
"ce378","Lepidium latifolium","Perennial pepperweed","Jake Ruygt","California Department of Fish and Game","2005-01-01",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=ce378"
"ce377","Lepidium latifolium","Perennial pepperweed","staff","California Department of Fish and Game; EDAW","2005-01-01",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=ce377"
"wb368-130","Lepidium latifolium","Perennial pepperweed","staff","Lassen National Forest","2005-05-06",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb368-130"
"wb1257-31","Lepidium latifolium","Perennial pepperweed","Allison Sanger","LASSEN NATIONAL FOREST","2005-05-06",2005,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1257-31"
"wb1506-154","Lepidium latifolium","Perennial pepperweed","Sanger, Allison, L.","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","2005-05-06",2005,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1506-154"
"wb149-10","Lepidium latifolium","Perennial pepperweed","staff","BLM","2005-05-16",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb149-10"
"wb149-90","Lepidium latifolium","Perennial pepperweed","staff","BLM","2005-05-17",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb149-90"
"wb149-99","Lepidium latifolium","Perennial pepperweed","staff","BLM","2005-05-17",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb149-99"
"wb149-103","Lepidium latifolium","Perennial pepperweed","staff","BLM","2005-05-17",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb149-103"
"wb149-104","Lepidium latifolium","Perennial pepperweed","staff","BLM","2005-05-17",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb149-104"
"wb149-6","Lepidium latifolium","Perennial pepperweed","staff","BLM","2005-05-18",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb149-6"
"wb835-56","Lepidium latifolium","Perennial pepperweed","CWN 5-05","Council for Watershed Health","2005-05-30",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb835-56"
"wb835-23","Lepidium latifolium","Perennial pepperweed","CWN 5-05","Council for Watershed Health","2005-05-30",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb835-23"
"wb835-68","Lepidium latifolium","Perennial pepperweed","CWN 5-05","Council for Watershed Health","2005-05-30",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb835-68"
"wb835-63","Lepidium latifolium","Perennial pepperweed","CWN 5-05","Council for Watershed Health","2005-05-30",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb835-63"
"wb835-61","Lepidium latifolium","Perennial pepperweed","CWN 5-05","Council for Watershed Health","2005-05-30",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb835-61"
"wb835-58","Lepidium latifolium","Perennial pepperweed","CWN 5-05","Council for Watershed Health","2005-05-30",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb835-58"
"wb835-53","Lepidium latifolium","Perennial pepperweed","CWN 5-05","Council for Watershed Health","2005-05-30",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb835-53"
"wb835-69","Lepidium latifolium","Perennial pepperweed","CWN 5-05","Council for Watershed Health","2005-05-30",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb835-69"
"wb835-67","Lepidium latifolium","Perennial pepperweed","CWN 5-05","Council for Watershed Health","2005-05-30",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb835-67"
"wb835-66","Lepidium latifolium","Perennial pepperweed","CWN 5-05","Council for Watershed Health","2005-05-30",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb835-66"
"wb835-65","Lepidium latifolium","Perennial pepperweed","CWN 5-05","Council for Watershed Health","2005-05-30",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb835-65"
"wb835-64","Lepidium latifolium","Perennial pepperweed","CWN 5-05","Council for Watershed Health","2005-05-30",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb835-64"
"wb835-62","Lepidium latifolium","Perennial pepperweed","CWN 5-05","Council for Watershed Health","2005-05-30",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb835-62"
"wb835-60","Lepidium latifolium","Perennial pepperweed","CWN 5-05","Council for Watershed Health","2005-05-30",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb835-60"
"wb835-59","Lepidium latifolium","Perennial pepperweed","CWN 5-05","Council for Watershed Health","2005-05-30",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb835-59"
"wb835-57","Lepidium latifolium","Perennial pepperweed","CWN 5-05","Council for Watershed Health","2005-05-30",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb835-57"
"wb835-55","Lepidium latifolium","Perennial pepperweed","CWN 5-05","Council for Watershed Health","2005-05-30",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb835-55"
"wb835-54","Lepidium latifolium","Perennial pepperweed","CWN 5-05","Council for Watershed Health","2005-05-30",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb835-54"
"wb835-52","Lepidium latifolium","Perennial pepperweed","CWN 5-05","Council for Watershed Health","2005-05-30",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb835-52"
"wb835-51","Lepidium latifolium","Perennial pepperweed","CWN 5-05","Council for Watershed Health","2005-05-30",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb835-51"
"wb835-50","Lepidium latifolium","Perennial pepperweed","CWN 5-05","Council for Watershed Health","2005-05-30",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb835-50"
"wb835-49","Lepidium latifolium","Perennial pepperweed","CWN 5-05","Council for Watershed Health","2005-05-30",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb835-49"
"wb835-48","Lepidium latifolium","Perennial pepperweed","CWN 5-05","Council for Watershed Health","2005-05-30",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb835-48"
"wb835-47","Lepidium latifolium","Perennial pepperweed","CWN 5-05","Council for Watershed Health","2005-05-30",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb835-47"
"wb835-46","Lepidium latifolium","Perennial pepperweed","CWN 5-05","Council for Watershed Health","2005-05-30",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb835-46"
"wb835-45","Lepidium latifolium","Perennial pepperweed","CWN 5-05","Council for Watershed Health","2005-05-30",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb835-45"
"wb835-44","Lepidium latifolium","Perennial pepperweed","CWN 5-05","Council for Watershed Health","2005-05-30",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb835-44"
"wb835-43","Lepidium latifolium","Perennial pepperweed","CWN 5-05","Council for Watershed Health","2005-05-30",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb835-43"
"wb835-42","Lepidium latifolium","Perennial pepperweed","CWN 5-05","Council for Watershed Health","2005-05-30",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb835-42"
"wb835-41","Lepidium latifolium","Perennial pepperweed","CWN 5-05","Council for Watershed Health","2005-05-30",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb835-41"
"wb835-40","Lepidium latifolium","Perennial pepperweed","CWN 5-05","Council for Watershed Health","2005-05-30",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb835-40"
"wb835-39","Lepidium latifolium","Perennial pepperweed","CWN 5-05","Council for Watershed Health","2005-05-30",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb835-39"
"wb835-38","Lepidium latifolium","Perennial pepperweed","CWN 5-05","Council for Watershed Health","2005-05-30",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb835-38"
"wb835-37","Lepidium latifolium","Perennial pepperweed","CWN 5-05","Council for Watershed Health","2005-05-30",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb835-37"
"wb835-36","Lepidium latifolium","Perennial pepperweed","CWN 5-05","Council for Watershed Health","2005-05-30",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb835-36"
"wb835-35","Lepidium latifolium","Perennial pepperweed","CWN 5-05","Council for Watershed Health","2005-05-30",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb835-35"
"wb835-34","Lepidium latifolium","Perennial pepperweed","CWN 5-05","Council for Watershed Health","2005-05-30",2005,"1+",,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb835-34"
