"ID","Taxon","Common Name","Observer","Source","Date","Year","Number of Plants","Management Status","Detail URL"
"wb1255-44","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1255-44"
"wb1255-91","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1255-91"
"wb1255-101","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1255-101"
"wb1255-111","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1255-111"
"wb1255-119","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1255-119"
"wb1255-244","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1255-244"
"wb1255-259","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1255-259"
"wb1255-267","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1255-267"
"wb1255-269","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1255-269"
"wb1255-271","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1255-271"
"wb1255-302","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1255-302"
"wb1255-304","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1255-304"
"wb1255-327","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1255-327"
"wb1255-334","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1255-334"
"wb1255-392","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1255-392"
"wb1255-437","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1255-437"
"wb1255-448","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1255-448"
"wb1255-473","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1255-473"
"wb1256-22","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1256-22"
"wb1256-59","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1256-59"
"wb1256-71","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1256-71"
"wb1256-90","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1256-90"
"wb1256-152","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1256-152"
"wb1256-195","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1256-195"
"wb1256-215","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1256-215"
"wb1256-249","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1256-249"
"wb1256-286","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1256-286"
"wb1256-352","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1256-352"
"wb1256-398","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1256-398"
"wb1256-423","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1256-423"
"wb1256-433","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1256-433"
"wb1256-438","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1256-438"
"wb1257-22","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1257-22"
"wb1257-65","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1257-65"
"wb1257-169","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1257-169"
"wb1257-193","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1257-193"
"wb1257-202","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1257-202"
"wb1257-214","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1257-214"
"wb1257-253","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1257-253"
"wb1257-274","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1257-274"
"wb1257-287","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1257-287"
"wb1257-314","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1257-314"
"wb1257-344","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1257-344"
"wb1257-353","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1257-353"
"wb1257-374","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1257-374"
"wb1257-376","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1257-376"
"wb1258-28","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1258-28"
"wb1258-67","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1258-67"
"wb1258-375","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1258-375"
"wb1258-382","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1258-382"
"wb1258-384","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1258-384"
"wb1258-402","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1258-402"
"wb1258-413","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1258-413"
"wb1258-457","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1258-457"
"wb1259-4","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1259-4"
"wb1259-26","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1259-26"
"wb1259-35","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1259-35"
"wb1259-111","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1259-111"
"wb1259-169","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1259-169"
"wb1259-245","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1259-245"
"wb1259-296","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1259-296"
"wb1259-306","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1259-306"
"wb1259-316","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1259-316"
"wb1259-318","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1259-318"
"wb1259-421","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1259-421"
"wb1259-443","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1259-443"
"wb1259-455","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1259-455"
"wb1259-461","Lepidium latifolium","Perennial pepperweed","James Johnson","PLUMAS NATIONAL FOREST","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1259-461"
"wb1507-150","Lepidium latifolium","Perennial pepperweed","PONTING, GEOFF","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1507-150"
"wb1507-148","Lepidium latifolium","Perennial pepperweed","OTHER, OTHER","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1507-148"
"wb1507-147","Lepidium latifolium","Perennial pepperweed","OTHER, OTHER","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1507-147"
"wb1507-141","Lepidium latifolium","Perennial pepperweed","PONTING, GEOFF","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1507-141"
"wb1507-65","Lepidium latifolium","Perennial pepperweed","PONTING, GEOFF","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1507-65"
"wb1507-64","Lepidium latifolium","Perennial pepperweed","OTHER, OTHER","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1507-64"
"wb1507-61","Lepidium latifolium","Perennial pepperweed","OTHER, OTHER","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1507-61"
"wb1506-160","Lepidium latifolium","Perennial pepperweed","OTHER, OTHER","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1506-160"
"wb1506-159","Lepidium latifolium","Perennial pepperweed","OTHER, OTHER","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1506-159"
"wb1506-158","Lepidium latifolium","Perennial pepperweed","OTHER, OTHER","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1506-158"
"wb1506-157","Lepidium latifolium","Perennial pepperweed","OTHER, OTHER","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1506-157"
"wb1506-103","Lepidium latifolium","Perennial pepperweed","PONTING, GEOFF","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1506-103"
"wb1506-102","Lepidium latifolium","Perennial pepperweed","PONTING, GEOFF","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1506-102"
"wb1506-101","Lepidium latifolium","Perennial pepperweed","OTHER, OTHER","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1506-101"
"wb1506-54","Lepidium latifolium","Perennial pepperweed","PONTING, GEOFF","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1506-54"
"wb1506-10","Lepidium latifolium","Perennial pepperweed","OTHER, OTHER","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1506-10"
"wb1506-9","Lepidium latifolium","Perennial pepperweed","PONTING, GEOFF","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1506-9"
"wb1505-164","Lepidium latifolium","Perennial pepperweed","PONTING, GEOFF","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1505-164"
"wb1505-163","Lepidium latifolium","Perennial pepperweed","OTHER, OTHER","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1505-163"
"wb1505-52","Lepidium latifolium","Perennial pepperweed","PONTING, GEOFF","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1505-52"
"wb1505-51","Lepidium latifolium","Perennial pepperweed","OTHER, OTHER","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1505-51"
"wb1504-257","Lepidium latifolium","Perennial pepperweed","PONTING, GEOFF","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1504-257"
"wb1504-213","Lepidium latifolium","Perennial pepperweed","PONTING, GEOFF","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1504-213"
"wb1504-72","Lepidium latifolium","Perennial pepperweed","OTHER, OTHER","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1504-72"
"wb1504-23","Lepidium latifolium","Perennial pepperweed","OTHER, OTHER","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1504-23"
"wb1503-106","Lepidium latifolium","Perennial pepperweed","OTHER, OTHER","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1503-106"
"wb1502-173","Lepidium latifolium","Perennial pepperweed","PONTING, GEOFF","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1502-173"
"wb1502-172","Lepidium latifolium","Perennial pepperweed","PONTING, GEOFF","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1502-172"
"wb1502-171","Lepidium latifolium","Perennial pepperweed","OTHER, OTHER","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1502-171"
"wb1502-170","Lepidium latifolium","Perennial pepperweed","OTHER, OTHER","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1502-170"
"wb1502-169","Lepidium latifolium","Perennial pepperweed","OTHER, OTHER","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1502-169"
"wb1501-181","Lepidium latifolium","Perennial pepperweed","OTHER, OTHER","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1501-181"
"wb1501-180","Lepidium latifolium","Perennial pepperweed","OTHER, OTHER","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1501-180"
"wb1501-179","Lepidium latifolium","Perennial pepperweed","OTHER, OTHER","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1501-179"
"wb1500-221","Lepidium latifolium","Perennial pepperweed","PONTING, GEOFF","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1500-221"
"wb1500-220","Lepidium latifolium","Perennial pepperweed","PONTING, GEOFF","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1500-220"
"wb1500-219","Lepidium latifolium","Perennial pepperweed","OTHER, OTHER","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1500-219"
"wb1500-208","Lepidium latifolium","Perennial pepperweed","OTHER, OTHER","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1500-208"
"wb1499-246","Lepidium latifolium","Perennial pepperweed","PONTING, GEOFF","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1499-246"
"wb1499-245","Lepidium latifolium","Perennial pepperweed","PONTING, GEOFF","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1499-245"
"wb1499-244","Lepidium latifolium","Perennial pepperweed","PONTING, GEOFF","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1499-244"
"wb1499-243","Lepidium latifolium","Perennial pepperweed","OTHER, OTHER","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1499-243"
"wb1499-242","Lepidium latifolium","Perennial pepperweed","OTHER, OTHER","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1499-242"
"wb1499-9","Lepidium latifolium","Perennial pepperweed","PONTING, GEOFF","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1499-9"
"wb1499-7","Lepidium latifolium","Perennial pepperweed","PONTING, GEOFF","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1499-7"
"wb1499-6","Lepidium latifolium","Perennial pepperweed","PONTING, GEOFF","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1499-6"
"wb1499-5","Lepidium latifolium","Perennial pepperweed","PONTING, GEOFF","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1499-5"
"wb1499-4","Lepidium latifolium","Perennial pepperweed","OTHER, OTHER","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1499-4"
"wb1498-259","Lepidium latifolium","Perennial pepperweed","OTHER, OTHER","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1498-259"
"wb1498-258","Lepidium latifolium","Perennial pepperweed","OTHER, OTHER","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1498-258"
"wb1498-48","Lepidium latifolium","Perennial pepperweed","OTHER, OTHER","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1498-48"
"wb1498-47","Lepidium latifolium","Perennial pepperweed","OTHER, OTHER","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1498-47"
"wb1497-81","Lepidium latifolium","Perennial pepperweed","PONTING, GEOFF","Forest Service, Pacific Southwest Regional Office, Natural Resource Information Systems (NRIS)","1901-01-01",1901,,,"http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb1497-81"
